1,1,487.9,11.0,44.0,36.8,0.9462,-1,-1,-1
1,2,826.6,54.9,41.8,42.3,0.9454,-1,-1,-1
1,3,712.9,50.8,41.9,41.8,0.9418,-1,-1,-1
1,4,364.7,6.2,45.3,38.6,0.9388,-1,-1,-1
1,5,575.6,44.0,44.1,43.9,0.9380,-1,-1,-1
1,6,935.1,73.6,39.0,41.1,0.9371,-1,-1,-1
1,7,764.8,114.6,42.0,35.8,0.9353,-1,-1,-1
1,8,878.7,118.4,40.4,35.1,0.9341,-1,-1,-1
1,9,766.9,18.3,41.2,34.2,0.9325,-1,-1,-1
1,10,365.1,92.0,45.7,41.3,0.9320,-1,-1,-1
1,11,488.4,90.9,45.1,41.7,0.9318,-1,-1,-1
1,12,634.4,106.0,40.8,38.4,0.9304,-1,-1,-1
2,1,487.8,11.0,44.1,36.8,0.9460,-1,-1,-1
2,2,826.7,54.9,41.8,42.2,0.9455,-1,-1,-1
2,3,712.9,50.8,42.1,42.0,0.9416,-1,-1,-1
2,4,364.8,6.2,45.4,38.6,0.9394,-1,-1,-1
2,5,575.6,44.0,44.0,43.8,0.9388,-1,-1,-1
2,6,935.0,73.4,39.1,41.1,0.9353,-1,-1,-1
2,7,764.7,114.6,42.0,35.8,0.9350,-1,-1,-1
2,8,878.7,118.3,40.5,35.1,0.9340,-1,-1,-1
2,9,766.8,18.2,41.3,34.3,0.9338,-1,-1,-1
2,10,365.1,92.0,45.6,41.3,0.9320,-1,-1,-1
2,11,488.4,90.9,45.1,41.7,0.9324,-1,-1,-1
2,12,634.3,106.0,40.8,38.5,0.9314,-1,-1,-1
3,1,487.9,11.0,44.0,36.7,0.9457,-1,-1,-1
3,2,826.8,55.0,41.7,42.2,0.9454,-1,-1,-1
3,3,712.8,50.6,42.3,42.1,0.9421,-1,-1,-1
3,4,364.9,6.2,45.3,38.6,0.9395,-1,-1,-1
3,5,575.6,44.0,44.0,43.8,0.9379,-1,-1,-1
3,6,935.0,73.4,39.0,41.1,0.9349,-1,-1,-1
3,7,764.8,114.6,42.1,35.8,0.9356,-1,-1,-1
3,8,878.7,118.3,40.4,35.1,0.9341,-1,-1,-1
3,9,766.9,18.4,41.1,34.2,0.9331,-1,-1,-1
3,10,365.1,91.9,45.7,41.4,0.9316,-1,-1,-1
3,11,488.4,90.9,45.1,41.7,0.9325,-1,-1,-1
3,12,634.2,106.0,40.8,38.5,0.9298,-1,-1,-1
4,1,487.9,11.0,44.0,36.8,0.9460,-1,-1,-1
4,2,826.8,54.9,41.8,42.2,0.9449,-1,-1,-1
4,3,712.9,50.7,42.2,42.1,0.9421,-1,-1,-1
4,4,364.9,6.2,45.3,38.5,0.9391,-1,-1,-1
4,5,575.7,44.0,44.0,43.8,0.9370,-1,-1,-1
4,6,935.1,73.4,39.1,41.2,0.9357,-1,-1,-1
4,7,764.7,114.6,42.1,35.9,0.9362,-1,-1,-1
4,8,878.7,118.3,40.5,35.1,0.9342,-1,-1,-1
4,9,766.9,18.4,41.2,34.2,0.9328,-1,-1,-1
4,10,365.1,91.9,45.7,41.4,0.9321,-1,-1,-1
4,11,488.4,90.9,45.2,41.8,0.9325,-1,-1,-1
4,12,634.3,106.0,40.8,38.5,0.9301,-1,-1,-1
5,1,488.0,11.0,44.0,36.8,0.9465,-1,-1,-1
5,2,826.8,55.0,41.8,42.2,0.9446,-1,-1,-1
5,3,712.9,50.7,42.2,42.1,0.9425,-1,-1,-1
5,4,364.8,6.2,45.3,38.5,0.9395,-1,-1,-1
5,5,575.6,44.0,44.0,43.9,0.9373,-1,-1,-1
5,6,935.2,73.5,38.9,40.9,0.9347,-1,-1,-1
5,7,764.8,114.6,42.1,35.9,0.9349,-1,-1,-1
5,8,878.8,118.3,40.5,35.2,0.9340,-1,-1,-1
5,9,766.9,18.4,41.2,34.2,0.9331,-1,-1,-1
5,10,365.2,92.0,45.7,41.4,0.9330,-1,-1,-1
5,11,488.4,90.9,45.1,41.7,0.9317,-1,-1,-1
5,12,634.4,106.0,40.7,38.4,0.9302,-1,-1,-1
6,1,487.9,11.0,44.1,36.8,0.9466,-1,-1,-1
6,2,826.9,54.9,41.9,42.3,0.9449,-1,-1,-1
6,3,712.9,50.6,42.4,42.3,0.9422,-1,-1,-1
6,4,365.0,6.3,45.3,38.5,0.9387,-1,-1,-1
6,5,575.6,44.1,44.1,43.9,0.9390,-1,-1,-1
6,6,935.2,73.4,39.1,41.1,0.9366,-1,-1,-1
6,7,764.8,114.6,42.1,35.9,0.9353,-1,-1,-1
6,8,878.8,118.4,40.5,35.2,0.9334,-1,-1,-1
6,9,767.0,18.4,41.2,34.2,0.9328,-1,-1,-1
6,10,365.2,92.0,45.7,41.4,0.9325,-1,-1,-1
6,11,488.4,90.9,45.1,41.7,0.9317,-1,-1,-1
6,12,634.5,106.0,40.8,38.5,0.9300,-1,-1,-1
7,1,488.1,11.1,44.0,36.7,0.9463,-1,-1,-1
7,2,827.0,54.9,41.8,42.2,0.9447,-1,-1,-1
7,3,713.0,50.6,42.4,42.3,0.9417,-1,-1,-1
7,4,365.0,6.3,45.3,38.5,0.9384,-1,-1,-1
7,5,575.7,44.1,44.1,43.9,0.9396,-1,-1,-1
7,6,935.2,73.5,39.0,41.1,0.9356,-1,-1,-1
7,7,764.8,114.6,42.1,35.9,0.9345,-1,-1,-1
7,8,878.9,118.4,40.5,35.1,0.9331,-1,-1,-1
7,9,767.1,18.3,41.2,34.2,0.9328,-1,-1,-1
7,10,365.3,92.0,45.6,41.3,0.9326,-1,-1,-1
7,11,488.6,91.0,45.0,41.6,0.9313,-1,-1,-1
7,12,634.6,106.0,40.8,38.5,0.9308,-1,-1,-1
8,1,488.1,11.1,44.0,36.7,0.9464,-1,-1,-1
8,2,827.0,54.9,41.8,42.3,0.9447,-1,-1,-1
8,3,713.0,50.5,42.5,42.4,0.9416,-1,-1,-1
8,4,365.0,6.3,45.3,38.5,0.9395,-1,-1,-1
8,5,575.7,44.0,44.1,44.0,0.9386,-1,-1,-1
8,6,935.3,73.5,38.9,41.0,0.9337,-1,-1,-1
